Gene,Corrected P-value,Log2 Fold Change
SLC9A7,5.0370e-13,1.7376
STOM,1.2239e-15,-1.6271
RFC5,1.2619e-15,1.5123
NFIB,3.4694e-09,-1.1660
ARL14,4.2999e-06,2.6774
SGCE,1.2891e-14,-1.8010
FLT1,1.9454e-11,-1.2944
ADAMTS10,7.0263e-08,-1.3122
SLC26A8,3.3225e-06,-2.7287
METTL20,6.7993e-10,-0.8084
IQCK,8.0332e-09,-0.9549
TTC21A,3.7005e-13,-2.0721
CSTA,6.6354e-07,1.9251
MPC1,1.2324e-14,-1.2191
STOML3,9.3455e-07,-8.8583
PNMA3,1.6948e-03,1.1696
PPP1R15B,1.3941e-07,-0.5990
RHBDL3,5.6241e-04,1.2123
MLF1IP,1.3532e-15,3.0490
CMKLR1,1.1600e-11,-1.8254
KLHDC7B,9.6897e-04,1.1103
NR2C2AP,5.7457e-12,0.9333
GRM3,3.3630e-08,-5.4612
CLSTN1,1.5106e-12,1.1387
STX19,4.4998e-05,-1.1244
FAT2,4.0603e-13,5.6687
TAC3,3.9466e-02,2.0407
FITM2,3.4557e-12,-0.8725
C2orf81,2.4744e-03,-0.7088
TMEM52,3.7978e-07,1.2597
RNF222,8.0633e-12,10.4248
LBX2,1.0318e-09,1.3730
SLFN14,1.7036e-11,-7.3580
AC104667.3,7.1050e-07,-6.0037
PHEX,5.4819e-07,-1.2962
C3orf49,1.7028e-07,-6.5232
GJB3,1.6348e-15,4.7245
FAM3C,4.3162e-09,0.9124
KIF19,5.6153e-10,-2.9892
CRYL1,1.1768e-14,-1.2281
TRIM39-RPP21,3.8237e-02,-3.5719
KDM1A,1.4346e-15,0.9324
DAPK1,3.8792e-13,-2.3343
MT1A,4.2207e-11,-4.3770
MECOM,7.7151e-10,-1.5535
ATP10B,1.4405e-10,4.0321
UBE2D4,2.8513e-10,-0.6266
SCARF1,1.8299e-15,-2.5433
C15orf37,1.7268e-05,-2.1883
SGCG,5.5094e-13,-4.8218
SDK2,1.8677e-04,0.9448
PKP3,1.1881e-15,2.1666
GREM1,8.6170e-13,4.2351
FAM13C,1.4073e-15,-2.6893
LRRN3,2.4284e-15,-4.3308
ARAP3,5.2254e-15,-1.5547
ACSF2,1.5106e-12,-1.2581
TRPV2,1.5665e-15,-2.4317
ZNF296,1.7268e-05,0.6397
RLN2,3.1054e-04,-1.4433
CERS6,8.2143e-14,1.2870
SLC3A2,1.4030e-06,0.6445
ADAMTS15,2.1674e-06,-1.5220
IL12RB2,2.1277e-08,2.2217
WAS,8.6170e-13,-1.9088
CCDC142,4.4459e-07,0.6338
ANKS1B,4.5849e-09,-1.8357
SCARA5,9.9797e-16,-5.3664
TSPAN2,2.5659e-09,-1.5083
VENTX,1.0580e-11,-1.7410
ZNF786,1.8893e-09,0.8692
C13orf45,1.7809e-11,-12.8134
PALB2,1.5869e-14,0.9970
MYCL,2.9947e-13,1.8334
CTNS,1.9661e-07,-0.5856
TNFRSF14,7.6519e-13,-1.2294
Z98049.1,2.9625e-07,-5.1200
CLDND2,2.6975e-05,-1.4561
RANBP17,2.5923e-04,-0.6102
TIGD5,2.3643e-13,1.1652
POU3F1,5.2710e-10,2.5615
RHOBTB1,3.2411e-10,-1.0536
RP11-1212A22.4,3.2203e-05,-0.6368
WDR96,2.7345e-10,-3.2254
PARD3,1.1153e-12,1.0711
PTPN21,1.8299e-15,-2.6445
NXPE4,6.4228e-03,-5.3594
KPNA2,1.2239e-15,2.3641
C1orf95,6.3854e-10,-2.8155
HSBP1L1,1.3115e-06,-0.6706
PCDHA8,2.6121e-03,-3.6539
MAPKAPK3,1.6971e-12,-0.9837
XRCC3,3.1963e-15,1.4858
ACE,1.3262e-15,-2.6768
LCLAT1,3.3437e-14,1.0975
CAND1,4.7759e-14,0.8156
CXCR6,1.3761e-05,-1.1814
PLCL1,2.5648e-12,-2.1258
TOR4A,3.9864e-09,-1.5395
ACOT1,7.2981e-14,-2.0174
FCRL6,1.1768e-14,-2.9667
LRP10,1.2908e-10,-0.7839
G2E3,1.8615e-12,0.9208
HTR1F,7.2108e-12,-2.3357
S1PR5,2.5144e-09,1.7962
ZNF91,8.2991e-04,-0.6298
CLCN6,1.3917e-11,-0.9459
THNSL1,2.3182e-09,1.0424
CDC45,1.0889e-15,4.3689
OVCH1,5.7463e-15,-14.0336
FHOD1,1.4789e-13,-1.4646
CCL17,3.8792e-13,-3.8020
LHFP,9.8352e-16,-2.2020
ATOH8,9.7451e-16,-4.9220
PARM1,7.1400e-13,-2.5080
ZNF551,2.0019e-07,0.6572
PIEZO2,5.7682e-13,-2.2820
C20orf24,3.4557e-12,1.0026
MEF2A,1.8611e-11,-0.8032
CASS4,7.2390e-15,-3.1327
MPP7,1.2848e-08,-1.0205
CPA2,2.8481e-03,1.6492
ICOS,1.4430e-08,-1.6787
VIPR2,1.2848e-08,-4.1767
AC026740.1,1.2592e-08,1.4336
PEX11G,6.1936e-04,-0.5955
PCDHGB2,4.0114e-04,-0.7757
CTSG,3.7070e-12,-3.4171
AGO2,2.5632e-10,0.9985
RERGL,8.8240e-13,-7.8417
ZHX3,9.6595e-07,-0.6933
FAM65A,1.4452e-14,-1.3549
EZR,2.0764e-11,-1.0004
AKAP6,4.4083e-11,-1.3492
LAX1,1.9545e-02,-0.6031
ALDH4A1,1.4504e-06,0.7122
PRKCH,8.6170e-13,-0.9774
CATSPERG,8.2163e-10,-1.4523
NPW,3.9159e-08,5.0067
TMEM189,7.5502e-15,1.1141
BCL2L10,4.2460e-15,9.6345
BTNL9,1.4383e-15,-5.4420
SPINK7,1.5283e-03,3.1161
LSR,7.2981e-14,1.1337
C7orf10,5.2582e-11,2.1554
RPH3A,3.6281e-08,-4.5986
AP001055.1,2.7881e-03,-1.6661
CDKN2B,4.7643e-05,-1.2263
MGAM,1.3606e-08,-1.9361
PKIG,1.5073e-15,-1.8445
RP11-89N17.1,3.4155e-07,-10.5305
CBS,1.7779e-05,0.6456
STRC,6.5195e-07,3.4196
ALPK2,2.2237e-09,3.2241
VRK2,1.0993e-08,0.6251
SLC22A18AS,9.5784e-04,0.7380
IL22RA1,9.2349e-12,2.0289
LRRC71,2.8513e-10,-6.2920
ID3,9.1101e-10,-1.2905
TNFSF13B,2.2951e-08,-1.3289
CHRNA6,8.5291e-03,4.5711
GLIS3,7.1050e-07,-1.0183
SERPINH1,1.6131e-07,0.9251
GPR34,2.7688e-11,-1.7732
MPLKIP,8.5274e-11,0.6699
LRRC8C,3.7070e-12,-1.0631
IGDCC3,9.3531e-04,6.9493
C16orf59,1.4817e-15,3.7724
RIMBP2,1.2130e-03,1.1530
PPIL6,2.2085e-13,-2.4272
ZNF853,3.7205e-03,-0.7533
CSTF3,1.5946e-11,0.5963
GFRA2,7.8406e-14,-2.5761
DHFR,6.7109e-11,1.0604
SMIM14,5.4935e-09,-0.8118
KRT4,4.9148e-08,-3.4885
MSRB3,5.1029e-15,-2.1804
BTN1A1,1.4934e-03,-3.4958
CCL26,5.9889e-10,3.5671
FAM13A,4.6064e-07,-0.9114
HIST1H3A,5.8080e-03,6.1477
ZAP70,5.7734e-07,-1.4493
FAM181A,3.1692e-11,-9.3121
TAT,1.8677e-04,-4.0758
NPPA,9.6306e-06,-8.1465
DBH,3.3002e-12,-3.8370
ARHGAP19-SLIT1,4.3436e-02,0.7563
TRAT1,9.4586e-08,-1.7829
ATAD2,1.2239e-15,2.1347
AMPD1,7.9767e-06,-2.7396
EHBP1,9.1891e-07,0.7095
KHSRP,3.5361e-12,0.7258
RBM20,1.1042e-03,-2.0028
SCARF2,3.1645e-06,-0.9204
HMGCLL1,1.0723e-14,-5.4070
CAT,9.7451e-16,-2.3884
KIAA1109,8.6343e-12,-1.0200
AC104809.3,7.8777e-10,-10.6546
BYSL,2.1384e-12,1.2426
OLR1,4.2457e-14,-3.7289
PPP2R3A,2.0869e-08,0.7966
FNDC8,2.9730e-03,3.2473
POSTN,4.0338e-06,1.6895
TSPAN19,4.5588e-08,-10.4421
PSMD14,5.6063e-14,1.0058
SNTB1,9.6688e-14,-2.1300
TNFRSF21,4.2313e-09,1.1386
TIMM8A,6.4484e-15,1.3100
CXorf67,1.4763e-03,-4.2388
MUC3A,5.2189e-04,-0.8669
PRCD,2.1334e-06,-0.9746
HBG2,7.6519e-13,-8.1413
C10orf32,9.7451e-16,-1.5187
SIK1,2.2031e-06,-1.1538
BMX,4.0613e-12,-2.6555
ZC3H12B,1.0970e-14,-2.0104
CABP4,2.5303e-15,-3.6663
CDON,2.0224e-04,-0.7580
LPAR5,7.5703e-09,1.3591
PCDHGA2,5.1157e-14,-2.4105
GPR108,1.0125e-12,-0.6179
KCTD1,4.3499e-14,2.4338
PIGW,2.1137e-07,0.7588
LIMD1,9.7451e-16,-1.7456
TIGD3,6.3943e-06,0.9708
P2RY6,7.1455e-06,1.1412
CYP21A2,6.2816e-08,-4.1859
PALD1,5.6063e-14,-2.0273
WNT16,1.5920e-04,1.5658
UPK3A,2.9877e-04,-3.6176
SLC16A11,1.1144e-13,-2.5508
DNAH12,1.0580e-11,-7.2579
RTN4RL1,1.4150e-08,-1.6516
SLC6A3,3.1464e-04,-3.0789
CCDC19,1.9688e-09,-2.3674
BMP4,8.7798e-08,-1.4125
RNF183,1.0915e-03,0.8316
MFSD2B,6.9198e-06,0.7700
RPE,1.5335e-09,0.6175
CCDC92,7.7221e-15,-1.1303
SBSPON,2.2604e-13,-2.9583
GPAT2,1.0764e-07,-1.5451
GPR19,5.0081e-14,2.9535
MPHOSPH9,2.9666e-14,1.0359
POLR2D,2.9394e-12,0.9015
KAL1,1.3123e-13,-2.4548
EPDR1,5.1157e-14,-2.0350
AGPAT5,1.5653e-09,0.7838
C4orf46,3.1094e-10,0.8343
MAN2B1,3.4262e-08,-0.7594
TTLL2,1.1498e-04,-6.0003
NCF4,7.2981e-14,-1.9667
LDLR,2.1239e-11,-1.6568
GRIA1,7.2390e-15,-6.3583
SULF2,5.8288e-08,1.4931
CLEC4A,1.7395e-11,-1.4941
EMILIN2,4.1751e-10,-1.1221
CERCAM,3.0439e-10,1.4167
CCDC167,2.1090e-13,1.1361
SPTB,7.7494e-03,0.6122
PAK3,5.7176e-08,-1.3714
NCALD,6.9844e-13,-1.7509
CCDC84,7.4918e-06,-0.6847
AXL,7.3223e-11,-1.4645
OSBPL6,1.3977e-05,-1.1786
PLA2G5,4.9181e-13,-2.2211
TRPM2,6.8640e-07,1.1280
CEP55,1.1489e-15,4.1393
ABCA12,1.2239e-15,10.3595
PHLPP1,4.2305e-06,0.6301
LRPAP1,3.4509e-10,-0.7653
POLR1B,5.9578e-09,0.7636
INF2,7.7172e-09,-0.6925
RAPGEF1,9.5672e-09,-0.6635
GSC,3.6225e-05,2.2451
NAP1L3,1.1460e-06,-1.1680
LANCL2,4.9148e-08,0.6621
GAP43,2.5259e-08,4.3184
LTA4H,2.1347e-15,-1.7760
CTD-3138B18.4,4.0770e-02,3.9345
TMSB15B,1.0534e-02,0.5872
B3GNT7,9.4547e-14,-2.6880
SHISA4,1.2054e-06,-0.7229
RDH16,2.0764e-11,1.9885
ZNF665,2.4303e-05,-1.0018
HPCAL1,9.7451e-16,-1.8901
GPR37,4.8340e-05,1.3655
TMEM41A,6.0478e-13,1.0026
AC068533.7,8.1252e-03,-4.6137
FBLIM1,3.6656e-07,0.8845
APLP2,5.3510e-15,-1.1041
SLC5A7,1.3007e-04,-10.5590
CCL2,2.2777e-06,-1.9380
MAGI1,2.4284e-15,-1.8743
B3GALT2,3.3876e-11,-2.8021
GPC2,1.8342e-13,2.5099
STAP1,1.5653e-09,-1.6871
PDE4B,3.0774e-09,-1.4627
NXPH4,1.5665e-15,5.6626
CTD-2210P24.4,3.4411e-13,-3.7200
C10orf118,2.5312e-07,-0.6887
PDE6B,2.3964e-05,-1.1309
ANKRD28,9.9470e-11,-0.8864
SEMA3E,1.1670e-13,-5.9073
MAGEA2,1.0910e-05,8.5848
ADAMTS6,6.5505e-03,-0.5953
PDGFA,1.9186e-04,-0.8368
MIDN,5.6545e-05,-0.6298
RCN2,4.6412e-10,0.9203
C17orf97,1.6597e-06,-1.2230
AC061992.1,7.1643e-03,-5.1046
HAPLN2,6.1967e-06,-7.4601
CYP8B1,2.7150e-07,-7.0081
HMGA2,1.1401e-12,6.3297
CDC25C,1.4383e-15,4.0494
FXYD3,9.1913e-06,0.7483
HSD17B12,1.2251e-07,-0.6002
PRMT1,3.6163e-11,0.6372
MMP19,2.0901e-12,-2.3562
MXD4,2.7056e-14,-1.1529
CTDSPL,3.7005e-13,-1.0167
HIST1H1B,1.3185e-10,13.2480
CTNNA2,4.5131e-02,-4.7913
HECW2,1.5869e-14,-2.1401
ZMYND11,3.2300e-12,-0.7263
HMCN1,6.7141e-09,-1.4975
CXorf28,2.2922e-03,5.9930
ANKRD18B,1.0580e-11,5.8851
C3orf70,3.0376e-05,-1.1018
PXMP4,1.4065e-12,-1.4192
RGL1,3.2660e-15,-1.6725
MAD2L1,1.0128e-15,3.3115
WFDC3,5.3517e-03,0.7758
PBLD,1.7202e-08,-0.7154
C15orf41,1.6390e-15,1.7075
TTC6,2.3614e-05,-2.6585
CACNA2D4,2.3964e-05,-0.6858
GREB1L,8.8779e-07,1.2259
TMEM119,1.9454e-11,-1.8822
FXYD6,8.2417e-12,-2.0117
AP000695.1,8.1482e-08,11.6546
SLC4A1,4.1481e-09,-8.9403
NCAPD3,7.3144e-13,1.0707
SPRTN,3.1749e-10,0.6257
HMGB2,2.4189e-13,1.1336
SERPINI2,1.4114e-09,-11.4552
CNKSR2,6.4437e-12,-2.7531
ORC5,1.2039e-14,1.0647
KRT78,1.6318e-11,6.9345
DMPK,1.8376e-06,-0.7648
ANGPTL7,9.8352e-16,-12.0029
RIMS3,7.2280e-07,-0.9745
PSEN2,6.1960e-13,-0.9510
C9orf131,4.6055e-04,-1.5063
NAGS,2.6015e-06,-0.8672
ASIC1,1.9511e-12,1.9369
FOXJ1,1.1453e-09,-3.7221
VASP,5.0291e-11,-0.7404
SULT2B1,5.6910e-04,-1.2114
TRPA1,3.6708e-04,1.3472
NDUFB5,2.8991e-09,0.9276
DTX4,8.6170e-13,-1.5162
CABLES2,4.5567e-14,1.1740
PREX1,9.9011e-14,-1.9086
SDR42E2,6.3943e-06,-5.4940
ALPL,6.9418e-15,-3.2600
CELSR3,3.3781e-12,1.5582
TENM3,3.0716e-03,0.8471
DENND2D,2.9792e-10,-0.7877
CDCP1,1.8213e-11,0.9119
NUPR1L,2.6531e-02,-4.5552
EPRS,3.1310e-13,0.7558
TSPAN31,2.4788e-13,-0.7707
NUTM2A,6.0824e-07,-2.3003
HSPB7,1.1572e-15,-3.8375
AAMDC,5.6153e-10,-0.8708
C21orf88,2.8481e-03,2.6238
MAP3K7CL,3.3002e-12,-1.2653
TXNDC15,9.6688e-14,-0.7946
CCNI2,1.0723e-14,-2.2130
HRC,2.0938e-15,-2.7355
C8orf56,2.5252e-02,-1.7392
C16orf93,3.1053e-03,-0.6046
GBP4,1.9943e-12,-2.0359
TWIST1,1.2104e-10,3.6584
PCDHA6,2.4303e-05,-3.9090
TNFRSF25,7.1050e-07,1.3213
SCAI,1.3115e-06,-0.7263
DRG1,1.0108e-11,0.7024
ARHGAP30,8.1293e-15,-1.9868
BMPR1B,6.7546e-03,-0.9383
VWC2,2.2183e-03,-7.6105
MFSD4,5.2360e-14,-1.7624
RP11-3B7.1,6.1620e-08,-1.8637
GABRB2,1.3018e-11,-3.9500
INA,2.3179e-11,6.0700
CPAMD8,3.8246e-15,-3.5551
CHRM1,1.0892e-13,-8.2209
RGS7BP,1.2542e-13,-4.8683
OR2C1,2.5036e-05,-8.0704
PDE8B,1.4143e-14,-2.1086
CCR6,3.4155e-07,-2.7415
IFNGR1,1.9050e-10,-1.0003
ISL1,9.9253e-04,4.6480
ACTA1,5.2962e-03,-1.1468
DCUN1D3,4.9182e-11,-1.1045
LAMC3,1.5526e-13,-2.1621
SLC24A5,2.7258e-09,-7.1069
ELOVL4,3.5361e-12,2.5155
DENND5A,7.0485e-12,-0.8078
TEPP,2.2951e-08,-3.0879
CHD1,2.6264e-08,-0.5869
NOL10,2.2877e-15,1.0653
TNC,1.2054e-06,1.6777
LGALS9,9.1131e-08,-1.2105
RP11-426L16.10,1.2354e-02,6.1359
NOP2,2.9002e-14,1.2527
PRMT8,5.2331e-12,-8.1388
FKSG62,4.6971e-05,5.1845
HIST1H2BF,1.7395e-11,7.8684
BEND7,2.3028e-10,-1.8394
HIST1H4H,2.7328e-06,0.9836
BTBD18,2.7581e-03,-3.1202
CHRDL1,1.3767e-15,-5.3101
IRF6,1.0970e-14,2.4113
TBC1D12,8.7256e-11,-0.7023
ST7,3.4941e-15,-1.2295
FMO5,1.3021e-15,-3.4932
CACNA1H,2.2340e-12,-1.6640
SNX14,1.1670e-13,-0.8438
CMTM2,2.0605e-13,-4.7606
NTN3,6.5097e-05,2.4400
PSAP,1.1701e-09,-0.7872
SH3BP5,9.7757e-16,-2.4344
PPP1R35,1.5018e-10,0.8273
DPF1,4.6030e-11,2.7767
KPNA5,1.9454e-11,-0.9277
TTLL6,5.3779e-11,-7.7064
STAP2,3.4222e-14,1.4271
KIAA0754,3.5368e-09,-1.4098
EPHB3,1.5106e-12,2.2889
FAM177B,5.0826e-03,-5.5787
PSMD3,2.7590e-15,0.7647
DYDC1,3.1645e-06,-11.2235
KRT73,3.5033e-02,-5.0113
KDM3A,2.6787e-08,0.6987
RSPH9,5.9889e-10,-2.0346
CBWD6,2.7843e-13,0.9002
GTF2H3,3.5361e-11,0.7508
ADAMDEC1,1.1884e-08,2.3661
GRAP,5.3510e-15,-1.9332
FAM21A,3.9905e-08,-0.7539
LAP3,1.5359e-10,-0.8981
C9orf66,3.2671e-09,-1.8317
SLC25A27,4.3162e-09,-1.4871
PIGR,9.7451e-16,-5.5992
RP11-279O9.4,2.6531e-02,-1.6586
HDGF,1.5665e-15,1.1054
RHBG,1.3123e-13,14.1794
RP11-366L20.2,2.4189e-11,6.9747
SUCNR1,4.2224e-07,-1.4142
ARNT2,2.5795e-05,-0.9166
KRT222,6.7993e-10,-4.6238
TNFSF14,4.9181e-13,-2.1771
NEK10,3.8672e-07,-2.4142
SFN,7.4861e-11,2.4555
FAM83F,1.0220e-14,4.6777
DIRAS2,1.0596e-04,5.0035
C9orf152,9.4683e-13,-4.3341
RBM3,8.4318e-07,-0.6419
ARRDC4,4.9182e-11,-1.2900
KCNQ2,1.9969e-04,8.2521
GDF1,7.0951e-03,1.8395
BARD1,2.6773e-10,1.0859
GALNT1,1.0099e-09,0.7511
SNRPN,1.5018e-10,-1.1059
TRIM7,5.2097e-06,1.7139
CYSLTR1,1.7789e-14,-2.4256
PDGFD,2.4935e-04,-1.0674
SERTAD1,2.4452e-12,-1.7127
ZNF844,3.7803e-11,-1.4627
FGD5,9.7451e-16,-2.6946
RETN,1.7987e-15,-7.3696
ITGAX,4.7058e-11,-1.8840
UBXN10,8.2288e-13,-3.1390
PLIN4,2.7777e-06,-1.1525
NFS1,1.9676e-13,0.8091
SLC38A4,3.7634e-02,0.7528
PNMT,5.8621e-10,-2.6040
XPO5,1.4647e-15,1.1987
CLDN11,1.1805e-07,-1.7190
STX1A,2.3923e-12,1.4208
ENO4,2.4741e-11,-1.9525
WNT3A,4.9433e-10,-3.2869
CCRL2,1.6969e-15,-2.8541
GTF3C2,4.3370e-15,0.7512
IL17RD,8.1482e-08,1.5671
CLEC5A,4.8746e-03,-0.7063
PDE5A,2.4569e-14,-1.9471
RBPMS,2.9832e-15,-1.9376
GLRX,2.6379e-14,-2.1182
C9,6.9160e-04,1.2299
CCDC155,7.2574e-06,-2.1134
SCAMP5,1.3200e-07,1.1745
BMP7,5.8406e-09,2.8914
BTN3A3,3.0562e-15,-1.7516
DDN,2.8338e-14,5.3619
MEDAG,3.7340e-02,-0.7825
SERPINF2,1.8122e-09,-1.6987
RCHY1,2.4189e-11,-0.6850
SMIM13,4.3161e-11,0.6486
LRTOMT,3.5695e-05,-0.7555
C9orf153,2.4308e-08,-5.9809
DEPDC1,1.3262e-15,4.3579
KIR2DL3,8.6019e-14,-8.6403
GS1-259H13.10,1.0146e-02,-2.7273
LARP6,4.9374e-07,0.9086
ATP8A1,9.7451e-16,-3.1848
LRRIQ1,5.7206e-09,-2.9387
CD3E,2.1334e-06,-1.4224
UBQLNL,1.3917e-11,-2.3341
ORC6,9.7451e-16,3.5844
CST3,1.7416e-14,-1.2661
AKAP14,8.1442e-07,-8.3518
SSFA2,1.3921e-04,-0.5988
CALU,4.4493e-10,0.8464
TEAD1,1.1379e-07,-0.6094
CRY1,7.7172e-09,-0.8163
GTPBP8,3.3124e-11,0.7026
TMEM159,8.2352e-06,0.7085
TBXAS1,9.6688e-14,-1.8986
ACMSD,2.3991e-04,-3.6518
ATAD3C,1.9676e-13,-2.0883
CLEC12A,1.5376e-15,-3.2869
MNDA,2.1347e-15,-2.7256
TDRD12,2.8011e-04,3.7781
PCDH18,2.0045e-05,-0.8292
IL13,3.0154e-07,-9.1796
CCDC135,4.5461e-10,-6.0658
ORM2,1.9447e-10,-5.7932
CCK,3.1003e-11,-10.2690
SLC25A20,2.1677e-15,-1.4748
DFNB31,1.4435e-03,0.6181
ITGAV,5.6759e-07,0.7193
RHBDL1,1.2628e-10,1.7513
ARTN,2.6495e-15,4.3825
EPS8,2.5251e-04,-0.8033
ACADL,9.7451e-16,-5.8999
STARD3NL,3.2787e-13,-1.0358
ARHGAP6,3.1198e-15,-3.2691
AMICA1,2.1677e-15,-3.3167
SYTL2,1.6721e-07,-0.9308
SASH1,9.9797e-16,-2.1449
TTYH3,1.3611e-11,1.2402
CDC42EP2,2.1697e-11,-1.1902
MYBL2,1.1489e-15,4.8154
NRK,1.3160e-03,1.0140
MMP23B,1.7358e-12,-1.8069
AP000350.4,4.3913e-08,1.0874
RASGRP3,3.0439e-10,-1.3254
STK35,8.1647e-11,0.7533
CASQ1,3.0824e-05,-1.9288
ELF5,3.1226e-07,-3.7442
RP11-287D1.3,1.8873e-05,-6.2778
SRCRB4D,6.8520e-09,1.0840
ZNF625-ZNF20,7.4301e-08,-0.8465
RNPEPL1,3.4602e-11,-0.7724
SCD5,3.1732e-05,-0.7988
C10orf67,3.4941e-15,-7.5116
PSMD4,9.8000e-15,0.6528
RND2,1.8677e-04,1.1523
FBXL5,1.5158e-14,-0.9777
KIAA0513,1.9849e-11,-1.4324
GADD45G,6.3003e-07,-1.3181
MT-ATP8,1.8315e-05,-0.6936
MS4A4A,1.2849e-13,-2.2281
CLCNKB,1.5684e-10,-1.8641
MYO9A,1.2849e-13,-1.0688
PSMD12,1.0627e-13,0.8949
SNCG,1.2683e-06,-1.2181
KLK11,6.9767e-05,-2.4068
WDR49,5.2962e-08,-3.2867
IFIT2,4.2207e-11,-1.7271
CDH10,1.3606e-08,-7.6900
PAX1,1.0046e-03,5.4502
CCDC85A,9.7451e-16,-3.9267
TM4SF4,3.6815e-10,-6.4363
C4orf19,4.2271e-08,-2.3460
COL1A2,4.4998e-05,1.1825
SULT1C2,7.1322e-09,-3.0934
SPINT1,7.5700e-08,0.6346
ABHD14A,1.1253e-15,-1.2819
IGSF6,1.4085e-13,-2.0711
PLEKHO2,1.1503e-14,-1.6012
OPLAH,7.1653e-11,1.0209
KLHL9,3.9905e-08,-0.7743
PDE6G,6.0474e-08,-1.3938
SNX20,1.0881e-12,-1.8484
TARS,1.2002e-15,1.4176
MAFK,8.0053e-08,-0.9849
KLHDC1,4.6685e-14,-1.5966
ACTL6A,1.0128e-15,1.8722
CNOT11,1.4452e-14,0.7041
GALNT7,9.9470e-11,0.8908
PNPLA2,2.4284e-15,-1.4880
NKX2-3,4.1277e-05,7.0952
HMGA1,1.0695e-15,2.5823
CCR3,3.8638e-04,-1.4734
PARD6A,1.0596e-04,-0.8459
SERPINA1,3.4192e-15,-3.4052
AC016722.2,1.7018e-05,-0.8702
SERF1A,1.9545e-02,-0.7118
NR0B2,9.7451e-16,-15.2336
FXYD1,1.0889e-15,-4.1433
ITSN2,3.5300e-13,-0.7864
ENPP2,1.7036e-11,-1.9252
MMP9,1.2199e-09,2.3592
RASGRP4,1.5376e-15,-3.0604
IFI30,2.0605e-13,-1.9179
SRPK2,1.1947e-09,0.6384
HIPK3,1.5834e-12,-0.8458
DAK,1.3771e-10,0.7519
GOLGA8J,1.4763e-03,-3.3336
SERPINA5,1.2697e-02,-0.7558
NR4A3,7.9956e-11,-3.2500
FBXO33,1.3206e-14,-0.8460
ZNF154,3.7317e-07,-1.0216
IL17RC,2.1864e-12,-0.6878
DYSF,2.9002e-14,-1.8369
CASZ1,1.8074e-06,-0.7210
PEX13,9.9470e-11,0.6334
GPR4,1.2324e-14,-2.0507
UBE2C,1.0128e-15,4.7372
C17orf53,9.7451e-16,3.3031
PADI1,9.2349e-12,9.3993
TOPBP1,1.3947e-15,1.5476
MARCH6,4.0760e-07,0.5937
TMEM132D,3.3876e-11,-14.6221
SCN4B,5.7682e-13,-2.7276
WFDC5,2.7150e-07,2.0927
CYS1,7.8305e-13,-2.5004
ARL4D,2.9669e-06,1.0763
DKK3,4.9148e-08,-1.0570
GLP2R,1.1670e-13,-10.8189
PTCH1,5.2962e-03,-0.5981
DLGAP5,1.0695e-15,4.5825
REEP4,4.1602e-13,1.0932
WARS,2.4189e-11,-0.9904
METTL7A,9.1320e-15,-2.5386
TBC1D10C,1.3123e-13,-2.2981
MUSTN1,9.9797e-16,-10.0476
MKI67,1.0426e-15,3.8891
TREML1,5.0370e-13,-2.2361
DONSON,3.0562e-15,1.5104
GLIS1,1.4410e-05,1.3603
DLEC1,2.3182e-09,-2.4065
SDR16C5,4.9181e-13,-2.6599
MT1M,9.6755e-13,-3.2536
LAD1,4.6921e-13,2.2877
ELMO1,8.2143e-14,-1.6644
DAGLA,9.1168e-11,-1.1748
MGC4294,7.5422e-12,11.4470
PHKA1,1.2259e-13,1.1798
CMTM5,5.0370e-13,-6.7770
PRICKLE1,2.4869e-07,-1.2711
C3orf55,1.1150e-02,-0.7408
SP6,3.8805e-03,0.7407
UCN2,9.7451e-16,9.5867
BBS1,1.0394e-10,-0.6744
PON2,2.7258e-09,-0.8586
CLDN1,4.0919e-10,2.5406
SH2D6,3.7930e-02,-1.5379
CAPS,4.6783e-09,-2.7532
PUSL1,1.1260e-06,0.5887
AGPAT9,3.9631e-03,-0.8706
RNASE10,1.8213e-11,5.5621
POLE,2.3289e-15,1.2375
FN1,1.5646e-02,-0.5897
RP11-77K12.7,3.0824e-05,-7.4151
CDH23,2.5659e-09,-1.5746
WNT5B,4.3119e-05,0.8902
FZD7,9.1362e-04,0.8727
IPCEF1,9.6595e-07,-1.0787
FMNL3,4.7372e-10,-1.0600
CLDN3,9.8275e-07,-2.7617
SELPLG,4.7750e-15,-2.6028
CSRP2,8.6182e-08,0.9542
APBB1,2.9832e-15,-2.0016
IFIT3,7.6517e-11,-1.6164
DHH,1.2444e-11,-4.5958
HEBP2,5.1178e-12,0.8342
CELF5,7.6942e-05,2.4391
ZNF44,1.3318e-11,-0.8086
EIF2AK1,1.7760e-12,0.6891
CCL21,1.5984e-09,-2.1534
SLIT2,4.8818e-15,-2.5297
RASGEF1B,1.0011e-14,-2.0480
MZT2B,4.9182e-11,0.8712
HSD17B13,1.4085e-13,-4.4086
CXCL5,1.2628e-10,-3.2803
DHTKD1,8.4318e-07,0.6474
CTD-2207O23.3,1.0139e-13,-12.4249
LRP4,9.5022e-05,0.7286
NME1-NME2,1.1144e-13,1.1119
GATA3,1.4763e-03,-0.8268
NUP50,2.6802e-12,0.7278
CASK,1.1401e-12,1.1636
GDPD3,1.7483e-04,-0.6599
SLAMF8,1.1858e-03,-0.7722
