Gene,Corrected P-value,Log2 Fold Change
ELOVL4,1.6672e-11,2.5155
DENND5A,7.1148e-11,-0.8078
TEPP,1.3325e-07,-3.0879
CHD1,3.2672e-08,-0.5869
NOL10,3.0936e-14,1.0653
TNC,1.6780e-06,1.6777
LGALS9,3.8474e-05,-1.2105
RP11-426L16.10,3.8176e-03,6.1359
NOP2,1.6672e-11,1.2527
PRMT8,1.9102e-11,-8.1388
FKSG62,1.3759e-04,5.1845
HIST1H2BF,2.5331e-10,7.8684
BEND7,2.1783e-07,-1.8394
HIST1H4H,8.5047e-07,0.9836
BTBD18,2.6090e-03,-3.1202
CHRDL1,3.0936e-14,-5.3101
IRF6,1.4748e-13,2.4113
TBC1D12,1.9102e-11,-0.7023
ST7,1.0746e-11,-1.2295
FMO5,3.0936e-14,-3.4932
CACNA1H,1.8762e-08,-1.6640
SNX14,6.3219e-13,-0.8438
CMTM2,5.8059e-12,-4.7606
NTN3,6.3350e-06,2.4400
PSAP,2.0313e-08,-0.7872
SH3BP5,3.0936e-14,-2.4344
PPP1R35,2.8969e-11,0.8273
DPF1,1.2100e-09,2.7767
KPNA5,2.5331e-10,-0.9277
TTLL6,7.1148e-11,-7.7064
STAP2,1.4748e-13,1.4271
KIAA0754,1.3426e-06,-1.4098
EPHB3,1.4748e-13,2.2889
FAM177B,3.0660e-02,-5.5787
PSMD3,3.0936e-14,0.7647
DYDC1,7.7077e-06,-11.2235
KRT73,4.9077e-02,-5.0113
KDM3A,9.6989e-09,0.6987
RSPH9,3.1721e-09,-2.0346
CBWD6,2.0708e-12,0.9002
GTF2H3,3.1763e-13,0.7508
ADAMDEC1,9.3517e-08,2.3661
GRAP,2.5219e-13,-1.9332
FAM21A,2.9482e-12,-0.7539
LAP3,6.2672e-11,-0.8981
C9orf66,1.1180e-06,-1.8317
SLC25A27,7.3266e-10,-1.4871
PIGR,3.0936e-14,-5.5992
RP11-279O9.4,3.5279e-02,-1.6586
HDGF,8.3894e-14,1.1054
RHBG,2.5302e-11,14.1794
RP11-366L20.2,4.3299e-10,6.9747
SUCNR1,1.6130e-06,-1.4142
ARNT2,1.7485e-03,-0.9166
KRT222,1.2955e-10,-4.6238
TNFSF14,6.2672e-11,-2.1771
NEK10,1.2105e-05,-2.4142
SFN,8.0971e-10,2.4555
FAM83F,4.2014e-14,4.6777
DIRAS2,7.0894e-06,5.0035
C9orf152,1.2100e-09,-4.3341
RBM3,1.3765e-07,-0.6419
ARRDC4,8.6590e-08,-1.2900
KCNQ2,8.8731e-05,8.2521
GDF1,2.2637e-03,1.8395
BARD1,1.7708e-07,1.0859
GALNT1,2.1767e-09,0.7511
SNRPN,4.8945e-09,-1.1059
TRIM7,2.5833e-08,1.7139
CYSLTR1,4.1828e-12,-2.4256
PDGFD,1.8098e-03,-1.0674
SERTAD1,7.3266e-10,-1.7127
ZNF844,4.8865e-11,-1.4627
FGD5,3.0936e-14,-2.6946
RETN,3.0936e-14,-7.3696
ITGAX,1.6672e-11,-1.8840
UBXN10,1.6303e-10,-3.1390
PLIN4,9.3775e-06,-1.1525
NFS1,9.2357e-12,0.8091
SLC38A4,1.1437e-03,0.7528
PNMT,8.0971e-10,-2.6040
XPO5,3.0936e-14,1.1987
CLDN11,1.5205e-03,-1.7190
STX1A,1.1014e-13,1.4208
ENO4,6.2672e-11,-1.9525
WNT3A,1.5961e-08,-3.2869
CCRL2,4.2014e-14,-2.8541
GTF3C2,3.0936e-14,0.7512
IL17RD,7.6561e-07,1.5671
PDE5A,1.1014e-13,-1.9471
RBPMS,1.4748e-13,-1.9376
GLRX,5.0878e-13,-2.1182
C9,2.1676e-04,1.2299
CCDC155,3.5784e-06,-2.1134
SCAMP5,8.6976e-08,1.1745
BMP7,1.8252e-10,2.8914
BTN3A3,3.0936e-14,-1.7516
DDN,1.1014e-13,5.3619
MEDAG,1.0075e-02,-0.7825
SERPINF2,1.0949e-09,-1.6987
RCHY1,2.6296e-09,-0.6850
SMIM13,1.1043e-08,0.6486
LRTOMT,5.1452e-06,-0.7555
C9orf153,2.8611e-07,-5.9809
DEPDC1,4.2014e-14,4.3579
KIR2DL3,4.2014e-14,-8.6403
LARP6,6.4611e-08,0.9086
ATP8A1,3.0936e-14,-3.1848
LRRIQ1,1.0765e-07,-2.9387
CD3E,1.4644e-04,-1.4224
UBQLNL,3.8969e-10,-2.3341
ORC6,4.2014e-14,3.5844
CST3,8.3894e-14,-1.2661
AKAP14,1.6130e-06,-8.3518
SSFA2,2.5436e-04,-0.5988
CALU,1.9102e-11,0.8464
TEAD1,1.3426e-06,-0.6094
CRY1,2.5833e-08,-0.8163
GTPBP8,3.4996e-10,0.7026
TMEM159,1.7708e-07,0.7085
TBXAS1,1.4748e-13,-1.8986
ACMSD,2.4221e-03,-3.6518
ATAD3C,4.3299e-10,-2.0883
CLEC12A,3.0936e-14,-3.2869
MNDA,3.0936e-14,-2.7256
TDRD12,1.0765e-04,3.7781
PCDH18,1.4013e-04,-0.8292
IL13,7.7526e-06,-9.1796
CCDC135,1.0046e-07,-6.0658
ORM2,5.5615e-07,-5.7932
CCK,7.5325e-09,-10.2690
SLC25A20,3.0936e-14,-1.4748
DFNB31,9.0350e-05,0.6181
ITGAV,8.1994e-09,0.7193
RHBDL1,5.8059e-12,1.7513
ARTN,1.1014e-13,4.3825
EPS8,8.4969e-03,-0.8033
ACADL,3.0936e-14,-5.8999
STARD3NL,4.3060e-11,-1.0358
ARHGAP6,8.3894e-14,-3.2691
AMICA1,5.7021e-14,-3.3167
SYTL2,2.4465e-06,-0.9308
SASH1,3.0936e-14,-2.1449
TTYH3,1.6303e-10,1.2402
CDC42EP2,5.9463e-10,-1.1902
MYBL2,4.2014e-14,4.8154
NRK,1.2289e-04,1.0140
MMP23B,3.0936e-14,-1.8069
AP000350.4,4.8140e-10,1.0874
RASGRP3,1.3368e-09,-1.3254
STK35,2.8969e-11,0.7533
CASQ1,3.2494e-04,-1.9288
ELF5,2.9174e-06,-3.7442
RP11-287D1.3,2.9805e-04,-6.2778
SRCRB4D,1.1776e-07,1.0840
ZNF625-ZNF20,1.9804e-09,-0.8465
RNPEPL1,2.2702e-10,-0.7724
SCD5,3.2494e-04,-0.7988
C10orf67,3.0936e-14,-7.5116
PSMD4,1.1014e-13,0.6528
RND2,2.1762e-06,1.1523
FBXL5,2.0708e-12,-0.9777
KIAA0513,1.9102e-11,-1.4324
GADD45G,1.8999e-07,-1.3181
MT-ATP8,9.3775e-06,-0.6936
MS4A4A,5.0878e-13,-2.2281
CLCNKB,5.1411e-08,-1.8641
MYO9A,1.4314e-12,-1.0688
PSMD12,7.8227e-13,0.8949
SNCG,1.1764e-04,-1.2181
KLK11,9.4596e-03,-2.4068
WDR49,6.0861e-06,-3.2867
IFIT2,2.5331e-10,-1.7271
CDH10,4.8775e-07,-7.6900
PAX1,1.4374e-04,5.4502
CCDC85A,3.0936e-14,-3.9267
TM4SF4,5.1411e-08,-6.4363
C4orf19,1.8490e-05,-2.3460
COL1A2,2.0491e-06,1.1825
SULT1C2,5.1411e-08,-3.0934
KCNB2,5.8243e-03,-2.3239
SPINT1,4.0995e-08,0.6346
ABHD14A,3.0936e-14,-1.2819
IGSF6,7.8227e-13,-2.0711
PLEKHO2,1.4748e-13,-1.6012
OPLAH,2.8969e-11,1.0209
KLHL9,1.0438e-05,-0.7743
PDE6G,1.1873e-06,-1.3938
SNX20,9.5775e-13,-1.8484
TARS,4.2014e-14,1.4176
MAFK,1.1873e-06,-0.9849
KLHDC1,3.0936e-14,-1.5966
ACTL6A,3.0936e-14,1.8722
CNOT11,4.2014e-14,0.7041
GALNT7,3.4975e-08,0.8908
PNPLA2,1.4748e-13,-1.4880
NKX2-3,7.4329e-05,7.0952
HMGA1,3.0936e-14,2.5823
CCR3,6.5797e-04,-1.4734
PARD6A,7.1754e-05,-0.8459
SERPINA1,1.4748e-13,-3.4052
AC016722.2,8.2284e-05,-0.8702
SERF1A,2.6496e-04,-0.7118
NR0B2,3.0936e-14,-15.2336
FXYD1,4.2014e-14,-4.1433
ITSN2,2.5219e-13,-0.7864
ENPP2,2.2008e-11,-1.9252
MMP9,8.9737e-10,2.3592
RASGRP4,3.0936e-14,-3.0604
IFI30,2.0708e-12,-1.9179
SRPK2,6.5011e-08,0.6384
HIPK3,6.2672e-11,-0.8458
DAK,4.8865e-11,0.7519
GOLGA8J,4.2942e-04,-3.3336
SERPINA5,1.2579e-02,-0.7558
NR4A3,1.1720e-12,-3.2500
FBXO33,1.9452e-13,-0.8460
ZNF154,4.0130e-07,-1.0216
IL17RC,5.3500e-10,-0.6878
DYSF,5.7021e-14,-1.8369
CASZ1,1.0438e-05,-0.7210
PEX13,4.0995e-08,0.6334
GPR4,3.0936e-14,-2.0507
UBE2C,4.2014e-14,4.7372
C17orf53,4.2014e-14,3.3031
PADI1,1.0198e-10,9.3993
TOPBP1,3.0936e-14,1.5476
MARCH6,3.5280e-08,0.5937
TMEM132D,6.0861e-06,-14.6221
SCN4B,2.5331e-10,-2.7276
WFDC5,2.6296e-09,2.0927
CYS1,6.3219e-13,-2.5004
ARL4D,2.4465e-06,1.0763
DKK3,3.6564e-07,-1.0570
GLP2R,2.1767e-09,-10.8189
PTCH1,4.8364e-02,-0.5981
DLGAP5,4.2014e-14,4.5825
REEP4,2.0708e-12,1.0932
WARS,4.4254e-08,-0.9904
METTL7A,3.2341e-09,-2.5386
TBC1D10C,1.1014e-13,-2.2981
MUSTN1,4.2014e-14,-10.0476
MKI67,4.2014e-14,3.8891
TREML1,3.3086e-11,-2.2361
DONSON,1.1014e-13,1.5104
GLIS1,2.4465e-06,1.3603
DLEC1,8.6976e-08,-2.4065
SDR16C5,9.5775e-13,-2.6599
MT1M,1.1519e-10,-3.2536
LAD1,3.5104e-12,2.2877
ELMO1,3.3086e-11,-1.6644
DAGLA,1.6497e-07,-1.1748
MGC4294,1.1665e-08,11.4470
PHKA1,9.2357e-12,1.1798
CMTM5,4.8945e-09,-6.7770
PRICKLE1,1.1953e-06,-1.2711
C3orf55,4.2312e-02,-0.7408
SP6,1.6389e-03,0.7407
UCN2,3.0936e-14,9.5867
BBS1,8.0850e-08,-0.6744
PON2,3.7669e-09,-0.8586
CLDN1,2.2008e-11,2.5406
PUSL1,1.3325e-07,0.5887
CAPS,2.3348e-07,-2.7532
RNASE10,1.0198e-10,5.5621
POLE,1.4748e-13,1.2375
RP11-77K12.7,3.7019e-04,-7.4151
CDH23,2.5735e-06,-1.5746
WNT5B,6.0861e-06,0.8902
FZD7,1.5850e-05,0.8727
IPCEF1,1.9463e-05,-1.0787
FMNL3,2.5833e-08,-1.0600
CLDN3,7.3653e-04,-2.7617
SELPLG,4.2014e-14,-2.6028
CSRP2,5.1411e-08,0.9542
APBB1,3.0936e-14,-2.0016
IFIT3,1.1519e-10,-1.6164
DHH,6.3219e-13,-4.5958
HEBP2,6.2672e-11,0.8342
CELF5,1.9502e-05,2.4391
ZNF44,5.8059e-12,-0.8086
EIF2AK1,9.5775e-13,0.6891
CCL21,4.3299e-10,-2.1534
SLIT2,1.4314e-12,-2.5297
RASGEF1B,2.8969e-11,-2.0480
MZT2B,4.8865e-11,0.8712
HSD17B13,1.4314e-12,-4.4086
CXCL5,5.8245e-09,-3.2803
DHTKD1,5.5547e-08,0.6474
CTD-2207O23.3,6.7035e-09,-12.4249
LRP4,1.5073e-05,0.7286
NME1-NME2,9.5775e-13,1.1119
GATA3,2.5923e-02,-0.8268
NUP50,1.2441e-11,0.7278
CASK,1.7262e-12,1.1636
GDPD3,1.0646e-03,-0.6599
SLAMF8,7.3476e-03,-0.7722
FCER2,1.0765e-04,-4.0556
NPR1,3.0936e-14,-4.0339
CPNE1,9.1198e-08,0.6944
MCM8,4.2014e-14,2.1771
PCP4,1.8098e-03,-1.2444
OIT3,4.8945e-09,-4.2490
RP11-676J12.7,2.1453e-03,-3.7325
LMO2,3.1479e-10,-2.2913
BACE1,5.1411e-08,-0.7099
AL353791.1,3.2494e-04,-2.3044
DDX11,8.3894e-14,1.8391
FAM19A1,3.7506e-07,-7.1990
TRIM28,3.2341e-09,0.8523
ADAP2,1.1953e-06,-0.8926
IL18,7.9978e-06,-0.8220
MIS18A,3.0936e-14,1.7612
CTGF,5.5493e-11,-1.7476
CPEB2,2.0837e-07,-0.9682
SASS6,8.3894e-14,1.5440
RBBP8NL,1.0198e-10,2.3265
SLC1A4,2.8969e-11,1.5365
GEMIN6,1.6300e-09,0.7980
RHBDF2,5.9269e-07,0.6034
ME1,4.6487e-04,0.8603
SMS,7.8227e-13,1.0300
MAPK4,2.8252e-10,-4.5245
SMAD9,8.3894e-14,-2.3605
C6orf118,6.6561e-07,-12.6555
MEGF11,5.9741e-05,-2.6170
CLGN,2.4110e-03,0.8532
HS3ST4,4.2666e-02,-2.9400
FNDC1,2.1783e-07,1.6840
CCDC138,4.3299e-10,1.3358
TRNP1,5.3388e-09,-1.3334
AC105020.1,6.5476e-05,-0.8596
RCN3,2.7522e-06,0.9685
WDR19,4.1828e-12,-1.0270
PTPRR,2.3817e-05,-1.5307
ZDHHC19,3.6097e-03,-1.2909
DACH1,1.7965e-09,-2.9417
CYP7A1,3.5059e-07,-8.6075
MPDZ,4.3299e-10,-1.4565
ANKRD24,1.9326e-06,-0.9167
CCDC151,4.3466e-06,-2.1290
GLI2,3.6219e-03,0.5878
CCDC13,4.2014e-14,-2.4748
HOXA1,2.9482e-12,2.2957
ZBBX,2.4994e-07,-6.8164
SNTG2,1.0366e-02,-6.1836
MDS2,9.1198e-08,-5.9486
MAPK3,1.1014e-13,-0.9968
MRPS22,1.0198e-10,0.6565
TTPA,1.6300e-09,-7.8347
BST1,2.5219e-13,-2.1356
PRRG4,1.4317e-05,0.6331
NOS3,4.5008e-05,-1.2743
MITF,8.3894e-14,-2.1969
BEST1,5.5493e-11,-1.4261
CYP39A1,2.3841e-08,-1.6235
AKAP2,3.5104e-12,-3.1774
TTLL11,3.5104e-12,-1.0587
TACR1,6.3114e-05,-2.5309
CD96,1.4361e-03,-0.8320
NOTUM,7.1754e-05,-1.4960
RRM2B,3.0936e-14,-0.9691
KIFC3,9.3517e-08,-1.0257
MAST4,3.2672e-08,-0.8743
RAD51,4.2014e-14,3.3240
RPS7,5.1452e-06,0.6110
TMEM233,8.9243e-09,-2.5921
RP11-1012A1.4,2.9652e-02,6.3966
SOX9,9.9348e-10,1.6401
MYD88,7.8227e-13,-1.0699
ANO10,4.9436e-12,-0.5881
KIFC2,3.1721e-09,1.1419
SERPINB9,6.2586e-05,-0.8966
CDCA7L,1.5850e-05,0.6588
GGH,4.2014e-14,2.0936
NACC1,1.5961e-08,0.7066
RTN4IP1,1.1196e-07,0.5911
MTMR4,2.2006e-08,0.6748
PHYHIP,8.5450e-04,-1.0389
NDEL1,3.7669e-09,-0.6646
SFRP2,9.1982e-04,1.2002
NPAS4,9.5992e-04,-6.3813
PINK1,2.8252e-10,-1.0231
SCIN,4.2942e-04,-1.1796
CASP10,3.0936e-14,-1.3481
CLIC6,1.1605e-05,-1.9524
EEF1A2,5.1411e-08,2.2610
TIMM50,5.0878e-13,0.8666
IGFBP3,8.9737e-10,1.8736
THRA,5.5493e-11,-1.1819
KHDC1L,3.1841e-08,9.8652
TK2,8.3894e-14,-1.1992
XIRP2,2.0582e-03,-11.2175
TP53I11,3.1721e-09,-1.0866
TEF,2.3817e-05,-0.6822
GNAI2,3.0936e-14,-1.2270
HIRIP3,2.8923e-09,-0.7372
HIST1H2AG,9.2357e-12,2.1009
MICALCL,1.1014e-13,-2.4346
ZBTB4,3.0936e-14,-1.3411
PLOD2,2.5302e-11,1.4566
CCL23,3.0936e-14,-5.6392
FAXC,1.4527e-06,1.4405
AC018755.1,1.5375e-07,-0.9504
TEX30,5.7338e-07,0.6976
ZC3H12C,5.1411e-08,-0.9023
CCDC15,2.5331e-10,0.9612
SEPT3,2.8611e-07,1.1857
NRCAM,6.9234e-09,1.5151
AKAP12,4.8865e-11,-2.3573
NEIL1,3.4996e-10,-1.2114
KIAA0319L,1.0046e-07,-0.6945
SLC25A18,1.0301e-04,-0.6876
SPAST,4.0519e-13,1.0540
TCN1,1.8098e-03,3.5242
TNNT2,2.0491e-06,-1.8020
DEGS2,1.6318e-03,-1.4988
FAM153C,7.7926e-03,-2.9054
F2RL1,1.1568e-07,1.0753
HLTF,1.6303e-10,1.1246
OLFML3,7.8227e-13,-1.4781
FOXN1,2.5331e-10,3.2880
DNAJB9,5.8245e-09,-0.7399
PRSS50,4.6487e-04,1.2734
TIMM10,1.7293e-08,0.6282
TRIM15,8.4451e-06,11.9524
SYS1-DBNDD2,1.1371e-03,-1.9809
NUDT9,2.8969e-11,-0.6361
PTGIR,2.2008e-11,-2.2049
CLCA2,3.8969e-10,4.9040
RHOBTB2,4.2014e-14,-3.0637
LURAP1L,4.0439e-07,-1.4093
TLE6,5.9463e-10,-1.5267
FUT7,2.2654e-05,-1.6926
TEX11,2.9482e-12,9.9312
KCNA2,3.2900e-02,-4.8546
LSM14B,1.7262e-12,0.7336
MCTP1,3.3086e-11,-1.5355
TRIM45,1.9102e-11,1.3304
FAIM2,9.2644e-07,-2.1311
PPP1R3G,4.4935e-09,1.4281
C11orf85,7.8706e-07,-10.4000
STK10,5.0878e-13,-1.4409
RASSF1,8.3894e-14,-1.3274
C12orf75,2.2654e-05,0.9365
HEMK1,2.0708e-12,-0.7455
TMOD2,7.1712e-06,-0.8923
CSGALNACT1,1.3368e-09,-1.4371
ZNF521,3.8794e-06,-1.4117
TUBB2A,1.8161e-04,0.6036
ASTN1,4.7329e-02,-4.0876
FDX1,8.1994e-09,-0.6391
KNSTRN,3.0936e-14,1.7476
SLC35F2,9.6989e-09,1.1743
RAPH1,2.5833e-08,-0.9112
ENKUR,1.0046e-07,-2.7118
VIP,3.0936e-14,-8.7271
SPC24,4.2014e-14,3.3405
USP31,5.7021e-14,1.6378
BTK,3.0936e-14,-2.6412
SELE,4.1060e-06,-3.6887
GCOM1,5.7021e-14,-3.5432
GIMAP8,3.0936e-14,-3.4466
CBX1,9.5775e-13,1.0866
ATP6AP1L,2.3791e-04,-0.6129
CASC5,4.2014e-14,3.2152
MRVI1,4.8140e-10,-1.4507
ENPP5,2.0335e-10,-1.6555
CASC1,2.1767e-09,-2.5826
KLF13,9.0527e-11,-0.9780
RP11-122A3.2,6.3317e-04,-1.5178
ANKAR,8.4451e-06,-0.6853
RNASE7,4.8865e-11,5.1660
RNF26,6.6050e-10,0.6131
ZAR1,2.5101e-03,-4.8979
PDE6A,2.8611e-07,-2.3296
RP11-830F9.6,3.0936e-14,-5.1831
CEP72,4.2014e-14,1.6026
SDR42E1,4.3299e-10,1.0011
ZFYVE28,2.0491e-06,-0.7930
HSDL2,1.1014e-13,-1.0879
IL17D,1.0506e-06,-1.1672
NFE2,2.0335e-10,-3.1120
KIRREL2,9.3517e-08,8.1099
ADAMTS12,3.2703e-06,0.8551
HPGD,6.2672e-11,-3.2885
RAC3,1.1014e-13,2.2422
EBNA1BP2,5.3500e-10,0.6454
DNAH14,1.1776e-07,1.2890
ZFPM2,4.8945e-09,-1.6637
MS4A4E,2.4666e-02,-0.6649
RBAK,7.3749e-08,0.5874
AGBL3,1.5176e-06,-0.7448
FAM64A,4.2014e-14,4.0614
HAVCR2,7.9695e-12,-1.6927
AMIGO2,2.3817e-05,-1.0574
ACBD4,1.9452e-13,-1.3745
KLF5,3.7506e-07,0.9246
PIK3R1,2.2225e-05,-0.8624
CYP27A1,8.3894e-14,-2.9554
IGSF9,3.0936e-14,4.5347
SRGAP2,1.4701e-08,-0.7460
CRYBB1,5.2258e-04,-1.4208
IGFBP2,2.0313e-08,1.8231
C5orf20,7.8171e-04,-2.2827
HEPN1,4.0307e-02,-6.9280
RGPD3,3.5092e-03,-0.9656
SIRPB1,1.1014e-13,-3.3934
ABCA8,3.0936e-14,-4.9688
CCT4,4.2014e-14,1.1590
GALNT2,2.5302e-11,0.8833
TIMP3,1.4748e-13,-2.5718
DKFZP779J2370,4.1153e-09,-5.0914
RIOK1,1.1043e-08,0.8305
BCL2L11,1.4416e-11,0.8013
EPS8L2,3.6622e-04,-0.6465
LPCAT1,9.5775e-13,-2.4208
DDX3Y,5.1487e-04,-2.5960
CLDN9,1.8098e-03,-2.8017
TDRD5,3.7859e-11,2.9750
GOLGA8K,2.0153e-04,-7.2971
TRIM17,1.0438e-05,1.0387
FZD8,1.0765e-04,-1.1290
RHD,8.8199e-04,-0.7377
NDC1,3.0936e-14,1.4543
SOX4,4.8865e-11,1.5223
FICD,6.8266e-12,-0.9362
GRASP,8.3894e-14,-2.8334
ZWILCH,4.2014e-14,1.6874
HOXD8,2.7633e-04,1.0322
DLEU7,3.0512e-05,-0.9420
NIPAL1,1.3368e-09,1.4997
ENO2,5.4418e-06,0.6980
HARBI1,1.6497e-07,0.6364
ZMYND19,5.7021e-14,1.2019
CLN8,5.9848e-08,-0.6229
FGR,4.2014e-14,-2.9132
CTSW,5.7021e-14,-2.6427
EVI2A,5.0878e-13,-1.8620
PAXIP1,2.0335e-10,0.7144
TRIM8,1.0949e-09,-0.8795
CD37,1.7262e-12,-2.4620
RP11-345J4.5,5.8059e-12,1.1714
C10orf11,3.0936e-14,-1.7974
CAPNS2,6.2672e-11,3.9220
PCSK2,3.0936e-14,-6.7586
IRAK3,8.3894e-14,-2.0795
DLX4,6.5476e-05,0.7927
ARL13A,2.8362e-03,4.1468
AXDND1,2.3732e-03,1.5990
RGS16,1.6418e-05,-1.5120
HAP1,2.9482e-12,3.8798
AL953854.2,2.4994e-07,-2.0604
RTKN,4.0519e-13,1.0783
RELL1,2.9026e-05,-0.6715
C1QC,4.3299e-10,-1.9729
ITGA3,3.6622e-04,-0.9901
CACNA1A,2.5680e-03,0.8610
KPNA7,1.1594e-02,-2.0804
COTL1,1.7262e-12,-1.3837
RP1,6.3487e-09,-12.9123
IL17B,3.3420e-03,-0.6276
YBX2,4.0519e-13,3.5815
RXFP1,4.3299e-10,-3.3752
ATP12A,2.0222e-02,1.4410
CXCL2,2.8969e-11,-4.3916
UBXN7,1.2441e-11,1.0881
ADCY8,2.9961e-04,-11.9029
FCN2,6.9279e-04,-11.1728
CDRT4,1.1915e-02,-0.6543
NAT8,1.1856e-03,-6.1601
MSH5-SAPCD1,3.6101e-02,-1.0659
TAF7L,9.8641e-07,4.2400
TBC1D26,4.7753e-08,-6.8588
XPOT,1.9452e-13,1.3397
CAMK1G,2.2422e-02,-0.7041
SLC46A1,1.1470e-08,-0.8190
MOCS2,1.4524e-10,-0.7068
DOK2,3.0936e-14,-3.0309
RTN1,2.9482e-12,-2.4794
TNNC2,2.0837e-07,-1.7171
CTSD,1.3368e-09,-1.2749
ARHGEF5,3.2672e-08,0.7138
AUNIP,4.2014e-14,3.4090
WEE1,5.0266e-04,0.5884
ZNF525,3.4468e-09,0.7163
PLD1,1.1720e-12,1.9825
LY96,1.2426e-07,-1.0012
AASS,4.6487e-04,-0.7786
SOX21,1.7965e-09,3.1780
DUOX1,1.4748e-13,-2.4439
NSUN2,3.0936e-14,1.1132
TMEM211,2.7171e-03,3.6745
RPA3-AS1,4.5490e-08,-0.6993
BCAR3,1.3203e-03,-0.6611
KIAA1024,3.6826e-08,1.6013
TNNI2,1.8252e-10,-2.2771
ACP1,2.0335e-10,0.7283
ZNF326,3.6826e-08,0.5878
TRMU,5.0878e-13,0.9619
VAMP8,7.1148e-11,-0.8144
GTPBP4,1.7262e-12,0.8615
CD1E,1.2100e-09,-2.3980
ANXA5,3.2341e-09,-1.1436
TBX2,1.9452e-13,-2.5134
NLRP9,1.2925e-02,-3.6492
DSC1,4.8002e-09,13.8812
SH3GL3,2.5331e-10,-3.4752
CILP,1.2293e-03,0.8940
SCN2B,5.3500e-10,-3.1727
OSBPL7,5.9269e-07,-0.7981
CORIN,3.7057e-05,-1.6025
KRTDAP,8.9371e-07,5.7922
KCNF1,2.3486e-02,-1.6512
FOXE1,5.3388e-09,8.5963
KCNMB4,3.2045e-05,-1.2118
JAG2,4.8775e-07,0.8428
TMEM229B,2.3075e-06,-1.2420
AC022431.2,8.1836e-04,-5.9801
C19orf48,3.0936e-14,1.8633
C1orf192,2.5833e-08,-2.4715
SHMT2,3.0936e-14,1.6982
ABCF3,1.4748e-13,0.8647
SLC16A7,2.4067e-02,-0.7287
FHL2,3.8969e-10,1.4244
CCKBR,2.7613e-03,1.2953
FSTL3,1.1470e-08,-1.9546
MROH7,4.9676e-03,-1.5264
NOLC1,2.6970e-06,0.6446
EPYC,1.5328e-07,5.4875
AC005609.1,2.0483e-05,-8.5280
SLFNL1,4.3060e-11,-3.1165
CNIH2,1.0438e-05,1.2322
PDCD2L,3.1763e-13,1.2006
SLC5A2,4.2797e-07,-1.6347
FCN3,3.0936e-14,-5.7280
SPRR2D,4.0519e-13,7.3179
DGKB,1.2012e-02,-1.4286
LRGUK,2.1542e-05,-2.5997
NGEF,5.8059e-12,2.8423
GALNT5,1.2955e-10,-2.1617
SLC7A11,1.9102e-11,2.4202
FAT1,2.5331e-10,1.1408
CNN3,1.1180e-06,-1.0459
AP1S2,2.2702e-10,-1.0582
GOT2,1.1665e-08,0.7874
PCBP4,1.1873e-06,-0.6622
TCOF1,2.0708e-12,0.7412
ANGPTL6,2.2908e-04,-0.8442
PTHLH,4.2014e-14,5.0360
MED11,9.5775e-13,-0.9456
GSTCD,3.5059e-07,0.6366
CPSF4L,1.8782e-03,5.5855
FCRL4,8.1921e-03,8.3216
CARD17,7.8974e-07,5.8478
WDTC1,1.1568e-07,-0.7230
GABRE,1.1605e-05,0.8286
SARM1,1.2579e-02,-0.6033
PFKP,1.9452e-13,1.6443
LTBP4,2.8252e-10,-1.8945
NDST1,1.0746e-11,-1.4260
ZNF750,3.4975e-08,2.0201
DNAJA1,1.1764e-04,-0.5869
MAP1LC3C,6.3219e-13,-6.9188
HSD17B4,3.0936e-14,-1.4542
FGD2,3.2341e-09,-2.3373
FAM8A1,1.1014e-13,-1.0104
KRI1,2.9482e-12,0.7791
IFT57,3.0936e-14,-1.7979
ARL4C,3.7506e-07,0.8560
ACAA1,3.1763e-13,-1.0992
SLC6A17,4.8165e-05,3.5260
FAM83H,1.1014e-13,1.6091
GMPS,4.2014e-14,1.7900
RSC1A1,1.2787e-02,3.3799
LIFR,4.0572e-09,-2.7301
GAL3ST2,9.0022e-05,7.7306
THEMIS2,1.1014e-13,-1.9801
PTPRE,2.5219e-13,-1.6140
CCNB2,4.2014e-14,4.2571
BDH1,1.8252e-10,1.8836
CXADR,1.0506e-06,0.7908
TYRO3,3.4468e-09,0.8136
ERN2,2.9966e-02,-3.4590
SNED1,9.5775e-13,-1.6835
AMER1,1.4524e-10,0.9281
TXNDC11,2.2008e-11,-1.0943
LRIT3,2.9966e-02,-2.7664
MRPL11,2.0335e-10,0.6609
LIPA,2.8923e-09,-1.4451
GADL1,2.6879e-06,-11.9176
TMEM98,2.1783e-07,-0.9190
PIF1,4.2014e-14,2.6939
CENPF,4.2014e-14,4.4196
C17orf50,1.1873e-06,-10.0188
PILRA,4.2014e-14,-2.4443
LILRB5,1.6303e-10,-2.0588
TGIF2-C20orf24,3.2672e-08,3.1415
TTC29,5.8245e-09,-11.4805
ESF1,3.2672e-08,0.6635
SEPT4,4.2014e-14,-2.2693
NT5DC3,2.2006e-08,0.7412
USP12,1.7262e-12,-1.0234
IL20RA,8.4597e-03,-0.7749
CYTL1,3.2672e-08,-2.3716
KDM8,5.1452e-06,-0.6262
EPB41L5,3.0936e-14,-1.7845
POLG2,4.7753e-08,0.6494
SPIC,2.2639e-02,1.5090
TMEM249,3.2564e-06,2.7864
NRIP3,4.0519e-13,1.6726
SNRPG,8.0971e-10,1.0303
